Reference,Associated Study Title,Enrollment Years,Study Factors,Stressor Source Category,Exposure Stressor,Stressor Source Details,Number of Stressor Samples,Stressor Notes,Number of Receptors,Receptors,Receptor Notes,Smoking Status,Age,Sex,Race,Methods,LOD/LOQ,Detection Frequency (%),Medium,Exposure Marker,Marker Level,Measurement Statistic,Assay Notes,Country,State or Province,"City, Town, Region or Area",Exposure Event Notes,Outcome Relationship,Disease,Phenotype,Anatomy,Exposure Outcome Notes
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | New York State Department of Environmental Conservation | tapered element oscillating microbalance (for particulate matter),,,"air, ambient",Particulate Matter,7.08 micrograms per cubic meter,mean,"PM2.5, May-October hourly pollutant concentration",United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | New York State Department of Environmental Conservation | tapered element oscillating microbalance (for particulate matter),,,"air, ambient",Particulate Matter,2 micrograms per cubic meter,25th percentile,"PM2.5, May-October hourly pollutant concentration",United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | New York State Department of Environmental Conservation | tapered element oscillating microbalance (for particulate matter),,,"air, ambient",Particulate Matter,4.9 micrograms per cubic meter,median,"PM2.5, May-October hourly pollutant concentration",United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | New York State Department of Environmental Conservation | tapered element oscillating microbalance (for particulate matter),,,"air, ambient",Particulate Matter,9.8 micrograms per cubic meter,75th percentile,"PM2.5, May-October hourly pollutant concentration",United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | New York State Department of Environmental Conservation | tapered element oscillating microbalance (for particulate matter),,,"air, ambient",Particulate Matter,64.01 micrograms per cubic meter,maximum,"PM2.5, May-October hourly pollutant concentration",United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,8.11 parts per billion,mean,whole year hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,3.6 parts per billion,25th percentile,whole year hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,6.1 parts per billion,median,whole year hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,10.5 parts per billion,75th percentile,whole year hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,58 parts per billion,maximum,whole year hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,9.44 parts per billion,mean,November-April hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,4.1 parts per billion,25th percentile,November-April hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,7 parts per billion,median,November-April hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,11.9 parts per billion,75th percentile,November-April hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,58 parts per billion,maximum,November-April hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,7.01 parts per billion,mean,May-October hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,3.1 parts per billion,25th percentile,May-October hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,5.4 parts per billion,median,May-October hourly pollutant concentration,United States,New York,Monroe County,,,,,,
27072425,,2007-2012,,Environmental,Air Pollutants,,,,362,Subjects with disease:ST Elevation Myocardial Infarction,,44% Current smoker,62.3 years (mean),68% Males (Only)|32% Females (Only),15% Black|2% Hispanic|10% Other|74% White,Cardiac Catheterization Laboratory Database | Federal Equivalent Method gas monitors (for pollutant gases) | New York State Department of Environmental Conservation,,,"air, ambient",Nitrogen Dioxide,9.3 parts per billion,75th percentile,May-October hourly pollutant concentration,United States,New York,Monroe County,,,,,,
