NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT05556369,Genetic Characterization of Cardiomyopathies (POLICARDIOMIO2021),https://clinicaltrials.gov/study/NCT05556369,,RECRUITING,"Cardiomyopathy refers to a diverse group of myocardial diseases with multiple causes. In 1995, the World Health Organization classified cardiomyopathies into hypertrophic, dilated, restrictive, and mixed type. This classification is based on the pathophysiology of the disease. However, with rapid evolution of molecular genetics in cardiology, the American Heart Association in 2006 has classified cardiomyopathies into two major groups based on predominant organ involvement and etiology; Primary cardiomyopathies are those solely or predominantly confined to heart muscle and are relatively few in number. Secondary cardiomyopathies show pathologic myocardial involvement as part of a large number and variety of generalized systemic (multiorgan) disorders.Current evidence supports the use of genetic testing in clinical practice to improve risk stratification for clinically affected patients and their at-risk relatives for cardiomyopathies.",NO,Cardiomyopathies,,"Genetic Characterization, To perform a genetic characterization of subjects affected by structural cardiomyopathies with clinical suspicion of genetic pattern, 5 years","Genetic and phenotypic characterization of the first degree relatives, To perform a genetic and phenotypic characterization of the first degree relatives of a subject affected by genetic structural cardiomyopathy., 5 years",,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",,ALL,"ADULT, OLDER_ADULT",,288,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2385,2021-09-01,2026-09-01,2026-09-01,2022-09-27,,2022-09-28,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico, Milan, Lombardia, 20122, Italy",
